,year,state
43060,2014,NH
43061,2014,CO
43062,2014,TX
43063,2014,CO
43064,2014,OK
43065,2014,MN
43066,2014,NY
43067,2014,NY
43068,2014,IL
43069,2014,AL
43070,2014,NY
43071,2014,CT
43072,2014,MT
43073,2014,CO
43074,2014,NM
43075,2014,RI
43077,2014,CO
43078,2014,WI
43079,2014,AZ
43080,2014,FL
43081,2014,WI
43082,2014,VA
43083,2014,FL
43084,2014,MN
43085,2014,OH
43086,2014,CA
43087,2014,OH
43088,2014,AZ
43089,2014,CA
43090,2014,SC
43091,2014,WA
43092,2014,CA
43093,2014,FL
43094,2014,TX
43095,2014,KS
43096,2014,CA
43097,2014,OR
43098,2014,MI
43099,2014,MI
43100,2014,MO
43101,2014,MN
43102,2014,TN
43103,2014,WA
43104,2014,ME
43105,2014,NV
43106,2014,GA
43107,2014,AZ
43108,2014,LA
43109,2014,LA
43110,2014,NC
43111,2014,CA
43112,2014,WI
43113,2014,FL
43114,2014,AL
43115,2014,FL
43116,2014,KS
43117,2014,LA
43118,2014,CO
43119,2014,VA
43120,2014,NJ
43121,2014,MA
43122,2014,NJ
43123,2014,FL
43124,2014,IL
43125,2014,PA
43126,2014,TX
43127,2014,IN
43128,2014,GA
43129,2014,VA
43130,2014,MO
43131,2014,NH
43132,2014,NH
43133,2014,NH
43134,2014,CO
43135,2014,TN
43136,2014,FL
43137,2014,NV
43138,2014,MS
43139,2014,WV
43140,2014,IN
43141,2014,CA
43142,2014,FL
43143,2014,NY
43144,2014,PA
43145,2014,TX
43146,2014,PA
43147,2014,ME
43148,2014,MO
43149,2014,WI
43150,2014,CA
43151,2014,VA
43152,2014,KY
43153,2014,CO
43154,2014,ID
43155,2014,CA
43156,2014,SC
43157,2014,ID
43158,2014,FL
43159,2014,MA
43160,2014,TN
43161,2014,IL
43162,2014,OK
43163,2014,SC
43164,2014,TN
43165,2014,IL
43166,2014,IL
43167,2014,NV
43168,2014,OR
43169,2014,ID
43170,2014,WY
43171,2014,FL
43172,2014,IL
43173,2014,TX
43174,2014,MO
43175,2014,NM
43176,2014,IL
43177,2014,AZ
43178,2014,IA
43179,2014,WA
43180,2014,MI
43181,2014,TX
43182,2014,GA
43183,2014,CO
43184,2014,ID
43185,2014,FL
43186,2014,MI
43187,2014,GA
43188,2014,NJ
43189,2014,AZ
43190,2014,CA
43191,2014,CA
43192,2014,MT
43193,2014,MA
43194,2014,FL
43195,2014,OR
43196,2014,WA
43197,2014,OH
43198,2014,LA
43199,2014,CA
43200,2014,CA
43201,2014,FL
43202,2014,MN
43203,2014,AZ
43204,2014,WA
43205,2014,WI
43206,2014,CA
43207,2014,GA
43208,2014,OK
43209,2014,SC
43210,2014,AZ
43211,2014,AL
43212,2014,MA
43213,2014,SC
43214,2014,WA
43215,2014,OH
43216,2014,SC
43217,2014,TN
43218,2014,CO
43219,2014,OR
43220,2014,FL
43221,2014,IA
43222,2014,AZ
43223,2014,CA
43224,2014,MO
43225,2014,WA
43226,2014,NY
43227,2014,WI
43228,2014,GA
43229,2014,FL
43230,2014,IA
43231,2014,PA
43232,2014,SC
43233,2014,NM
43234,2014,SC
43235,2014,SC
43236,2014,SC
43237,2014,IA
43238,2014,WA
43239,2014,RI
43240,2014,CA
43241,2014,AL
43242,2014,IN
43243,2014,SC
43244,2014,AZ
43245,2014,NV
43246,2014,MS
43247,2014,AL
43248,2014,TX
43249,2014,SC
43250,2014,AK
43251,2014,SC
43252,2014,SC
43253,2014,SC
43254,2014,MI
43255,2014,NC
43256,2014,SC
43257,2014,SC
43258,2014,SC
43259,2014,SC
43260,2014,OH
43261,2014,WY
43262,2014,CO
43263,2014,PA
43264,2014,WA
43265,2014,FL
43266,2014,NC
43267,2014,NY
43268,2014,AZ
43269,2014,CA
43270,2014,WA
43271,2014,MS
43272,2014,AZ
43273,2014,AZ
43274,2014,OH
43275,2014,OH
43276,2014,MI
43277,2014,OH
43278,2014,TX
43279,2014,MD
43280,2014,VA
43281,2014,CA
43282,2014,MD
43283,2014,WV
43284,2014,LA
43285,2014,CA
43286,2014,OH
43287,2014,MD
43288,2014,TX
43289,2014,KS
43290,2014,OH
43291,2014,VA
43292,2014,FL
43293,2014,NY
43294,2014,VA
43295,2014,NJ
43296,2014,NY
43297,2014,OH
43298,2014,LA
43299,2014,NC
43300,2014,PA
43301,2014,LA
43302,2014,OK
43303,2014,OK
43304,2014,IL
43305,2014,CO
43306,2014,ME
43307,2014,ME
43308,2014,OH
43309,2014,PA
43310,2014,WA
43311,2014,RI
43312,2014,CA
43313,2014,FL
43314,2014,CA
43315,2014,FL
43316,2014,TX
43317,2014,IN
43318,2014,LA
43319,2014,MD
43320,2014,IL
43321,2014,IN
43322,2014,MA
43323,2014,CA
43324,2014,MO
43325,2014,NJ
43326,2014,MA
43327,2014,NJ
43328,2014,MA
43329,2014,CT
43330,2014,FL
43331,2014,WA
43332,2014,IL
43333,2014,MT
43334,2014,IL
43335,2014,IL
43336,2014,OK
43337,2014,MN
43338,2014,ME
43339,2014,IN
43340,2014,NE
43341,2014,DE
43342,2014,KS
43343,2014,WV
43344,2014,IL
43345,2014,CT
43347,2014,OR
43348,2014,IL
43349,2014,WI
43350,2014,PA
43351,2014,VA
43352,2014,TN
43353,2014,CA
43354,2014,NM
43355,2014,ID
43356,2014,MA
43357,2014,NJ
43358,2014,NC
43359,2014,MD
43360,2014,NC
43361,2014,CO
43362,2014,TX
43363,2014,TN
43364,2014,NC
43365,2014,NC
43366,2014,PA
43367,2014,TX
43368,2014,TX
43369,2014,NV
43370,2014,NY
43371,2014,NC
43372,2014,WA
43373,2014,HI
43374,2014,AZ
43375,2014,CO
43376,2014,RI
43377,2014,AZ
43378,2014,NJ
43379,2014,MD
43380,2014,NM
43381,2014,NM
43382,2014,FL
43383,2014,KY
43384,2014,NJ
43385,2014,AZ
43386,2014,MD
43387,2014,TX
43388,2014,NM
43389,2014,SC
43390,2014,OR
43391,2014,AZ
43392,2014,MD
43393,2014,IN
43394,2014,NM
43395,2014,NC
43396,2014,CA
43397,2014,IA
43398,2014,NM
43399,2014,TX
43400,2014,FL
43401,2014,PA
43402,2014,KS
43403,2014,KY
43404,2014,CA
43405,2014,MS
43406,2014,MS
43407,2014,OK
43408,2014,TN
43409,2014,CA
43410,2014,TX
43411,2014,TX
43412,2014,MI
43413,2014,IN
43414,2014,TX
43415,2014,CO
43416,2014,NJ
43417,2014,NY
43418,2014,OR
43419,2014,FL
43420,2014,CA
43421,2014,VT
43422,2014,NH
43423,2014,AL
43424,2014,NH
43425,2014,ME
43426,2014,OR
43427,2014,HI
43428,2014,CA
43429,2014,CO
43430,2014,NY
43431,2014,GA
43432,2014,GA
43433,2014,IL
43434,2014,OR
43435,2014,HI
43436,2014,CA
43437,2014,FL
43438,2014,MD
43439,2014,TN
43440,2014,OK
43441,2014,GA
43442,2014,GA
43443,2014,GA
43444,2014,IN
43445,2014,TX
43446,2014,AZ
43447,2014,CO
43448,2014,RI
43449,2014,WA
43450,2014,SC
43451,2014,MS
43452,2014,CT
43453,2014,FL
43454,2014,TX
43455,2014,FL
43456,2014,WI
43457,2014,NH
43458,2014,TX
43459,2014,TX
43460,2014,AR
43461,2014,KY
43462,2014,CO
43463,2014,IL
43464,2014,CA
43465,2014,IL
43466,2014,MI
43467,2014,WY
43468,2014,OH
43469,2014,SC
43470,2014,CA
43471,2014,FL
43472,2014,IN
43473,2014,CA
43474,2014,CA
43475,2014,PA
43476,2014,MN
43477,2014,KY
43478,2014,KS
43479,2014,OH
43480,2014,AZ
43481,2014,NC
43482,2014,WA
43483,2014,NC
43484,2014,AL
43485,2014,IN
43486,2014,GA
43487,2014,WV
43488,2014,CA
43489,2014,MS
43490,2014,GA
43491,2014,IN
43492,2014,NC
43493,2014,GA
43494,2014,NJ
43495,2014,AZ
43496,2014,CA
43497,2014,PA
43498,2014,FL
43499,2014,NY
43500,2014,NC
43501,2014,MD
43502,2014,MA
43503,2014,TX
43504,2014,CO
43505,2014,LA
43506,2014,FL
43507,2014,CA
43508,2014,MA
43509,2014,GA
43510,2014,CA
43511,2014,CO
43512,2014,NY
43513,2014,VA
43514,2014,IA
43515,2014,LA
43516,2014,MA
43517,2014,IL
43518,2014,AZ
43519,2014,NM
43520,2014,CO
43521,2014,AZ
43522,2014,CA
43523,2014,VA
43524,2014,ND
43525,2014,CA
43526,2014,AZ
43527,2014,NY
43528,2014,WI
43529,2014,FL
43530,2014,MA
43531,2014,MI
43532,2014,MI
43533,2014,CO
43534,2014,NC
43535,2014,AL
43536,2014,AL
43537,2014,LA
43538,2014,WI
43539,2014,GA
43540,2014,OK
43541,2014,CO
43542,2014,CA
43543,2014,FL
43544,2014,NC
43545,2014,IN
43546,2014,WA
43547,2014,CO
43548,2014,IL
43549,2014,NJ
43550,2014,IL
43551,2014,IL
43552,2014,NM
43553,2014,VA
43554,2014,OR
43555,2014,OH
43556,2014,FL
43557,2014,NM
43558,2014,FL
43559,2014,HI
43560,2014,CA
43561,2014,FL
43562,2014,SC
43563,2014,AL
43564,2014,MA
43565,2014,TX
43566,2014,NE
43567,2014,KS
43568,2014,CA
43569,2014,FL
43570,2014,CA
43571,2014,MA
43572,2014,LA
43573,2014,NC
43574,2014,MA
43575,2014,TX
43576,2014,TX
43577,2014,MI
43578,2014,IA
43579,2014,IA
43580,2014,FL
43581,2014,IN
43582,2014,WY
43583,2014,MN
43584,2014,NJ
43585,2014,TX
43586,2014,MD
43587,2014,NV
43588,2014,IL
43589,2014,MO
43590,2014,TX
43591,2014,FL
43592,2014,WA
43593,2014,NV
43594,2014,MD
43595,2014,MD
43596,2014,CT
43597,2014,KS
43598,2014,NH
43599,2014,CA
43600,2014,NY
43601,2014,PA
43602,2014,SC
43603,2014,NC
43604,2014,TN
43605,2014,OR
43606,2014,PA
43607,2014,CA
43608,2014,KY
43609,2014,FL
43610,2014,PA
43611,2014,NM
43612,2014,NH
43613,2014,VT
43614,2014,MA
43615,2014,PA
43616,2014,OR
43617,2014,FL
43618,2014,SC
43619,2014,TX
43620,2014,FL
43621,2014,NC
43622,2014,LA
43623,2014,NH
43624,2014,NM
43625,2014,IA
43626,2014,VA
43627,2014,NJ
43628,2014,NE
43629,2014,NC
43630,2014,PA
43631,2014,KY
43632,2014,WA
43633,2014,PA
43634,2014,SC
43635,2014,WV
43636,2014,GA
43637,2014,OH
43638,2014,AL
43639,2014,CA
43640,2014,CA
43641,2014,OH
43642,2014,SD
43643,2014,CA
43644,2014,SD
43645,2014,AZ
43646,2014,AR
43647,2014,ID
43648,2014,AZ
43649,2014,HI
43650,2014,AZ
43651,2014,MN
43652,2014,PA
43653,2014,MA
43654,2014,WA
43655,2014,TX
43656,2014,CA
43657,2014,FL
43658,2014,CA
43659,2014,IA
43660,2014,CA
43661,2014,CA
43662,2014,ME
43663,2014,WI
43664,2014,AR
43665,2014,WA
43666,2014,PA
43667,2014,NY
43668,2014,TX
43669,2014,CA
43670,2014,MA
43671,2014,IN
43672,2014,FL
43673,2014,UT
43674,2014,GA
43675,2014,NY
43676,2014,VA
43677,2014,MA
43678,2014,NY
43679,2014,AZ
43680,2014,AZ
43681,2014,FL
43682,2014,MA
43683,2014,AZ
43684,2014,NY
43685,2014,MA
43686,2014,TX
43687,2014,CA
43688,2014,TX
43689,2014,MA
43690,2014,MS
43691,2014,CT
43692,2014,FL
43693,2014,OK
43694,2014,CA
43695,2014,AZ
43696,2014,MA
43697,2014,NY
43698,2014,WA
43699,2014,IL
43700,2014,WA
43701,2014,OR
43702,2014,OH
43703,2014,RI
43704,2014,CA
43705,2014,WI
43706,2014,NE
43707,2014,KS
43708,2014,TX
43709,2014,MI
43710,2014,WA
43711,2014,OH
43712,2014,TN
43713,2014,WI
43714,2014,TN
43715,2014,MD
43716,2014,FL
43717,2014,NE
43719,2014,VA
43720,2014,AL
43721,2014,IL
43722,2014,GA
43723,2014,AR
43724,2014,IN
43725,2014,KY
43726,2014,AR
43727,2014,GA
43728,2014,TX
43729,2014,VA
43730,2014,CA
43731,2014,OK
43732,2014,FL
43733,2014,AZ
43734,2014,WA
43735,2014,AK
43736,2014,DE
43737,2014,FL
43738,2014,CA
43739,2014,CO
43740,2014,SC
43741,2014,VA
43742,2014,AL
43743,2014,CO
43744,2014,OK
43745,2014,CA
43746,2014,CA
43747,2014,MA
43748,2014,LA
43749,2014,PA
43750,2014,MS
43751,2014,NV
43752,2014,FL
43753,2014,CA
43754,2014,CA
43755,2014,IA
43756,2014,SC
43757,2014,KS
43758,2014,NH
43759,2014,TN
43760,2014,MN
43761,2014,WI
43762,2014,IL
43763,2014,CA
43764,2014,SC
43765,2014,AZ
43766,2014,CT
43767,2014,WV
43768,2014,WA
43769,2014,AL
43770,2014,TN
43771,2014,GA
43772,2014,MI
43773,2014,GA
43774,2014,LA
43775,2014,OK
43776,2014,AK
43777,2014,CA
43778,2014,IL
43779,2014,IL
43780,2014,DE
43781,2014,DE
43782,2014,NJ
43783,2014,MD
43784,2014,NJ
43785,2014,MD
43786,2014,MD
43787,2014,MI
43788,2014,VA
43789,2014,CT
43790,2014,MO
43791,2014,OH
43792,2014,CA
43793,2014,MD
43794,2014,CA
43795,2014,GA
43796,2014,OH
43797,2014,FL
43798,2014,TN
43799,2014,FL
43800,2014,MD
43801,2014,NJ
43802,2014,TN
43803,2014,GA
43804,2014,KS
43805,2014,MI
43806,2014,MI
43807,2014,CA
43808,2014,TN
43809,2014,NC
43810,2014,CA
43811,2014,PA
43812,2014,SC
43813,2014,WI
43814,2014,NH
43815,2014,CA
43816,2014,CO
43817,2014,LA
43818,2014,PA
43819,2014,NH
43820,2014,CA
43821,2014,CA
43822,2014,OR
43823,2014,FL
43824,2014,FL
43825,2014,MD
43826,2014,OR
43827,2014,NY
43828,2014,IA
43829,2014,TX
43830,2014,NC
43831,2014,CA
43832,2014,DE
43833,2014,VA
43834,2014,OH
43835,2014,PA
43836,2014,MI
43837,2014,NY
43838,2014,FL
43839,2014,AR
43840,2014,WV
43841,2014,CO
43842,2014,OK
43843,2014,VT
43844,2014,MA
43845,2014,WA
43846,2014,TN
43847,2014,FL
43848,2014,TX
43849,2014,OK
43850,2014,FL
43851,2014,MT
43852,2014,CA
43853,2014,NY
43854,2014,TX
43855,2014,LA
43856,2014,CA
43857,2014,CO
43858,2014,CO
43859,2014,NC
43860,2014,TX
43861,2014,FL
43862,2014,SC
43863,2014,NM
43864,2014,FL
43865,2014,MD
43866,2014,LA
43867,2014,OK
43868,2014,CA
43869,2014,NM
43870,2014,KS
43871,2014,CO
43872,2014,FL
43873,2014,CA
43874,2014,FL
43875,2014,VA
43876,2014,AZ
43877,2014,IL
43878,2014,AZ
43879,2014,CA
43880,2014,PA
43881,2014,FL
43882,2014,FL
43883,2014,GA
43884,2014,WA
43885,2014,CA
43886,2014,CA
43887,2014,CA
43888,2014,PA
43889,2014,OR
43890,2014,OH
43891,2014,MI
43892,2014,WA
43893,2014,PA
43894,2014,CO
43895,2014,NM
43896,2014,NC
43897,2014,NC
43898,2014,MD
43899,2014,NC
43900,2014,MI
43901,2014,CO
43902,2014,RI
43903,2014,VA
43904,2014,WI
43905,2014,NM
43906,2014,RI
43907,2014,FL
43908,2014,FL
43909,2014,MA
43910,2014,WA
43911,2014,UT
43912,2014,NY
43913,2014,FL
43914,2014,FL
43915,2014,FL
43916,2014,WA
43917,2014,TX
43918,2014,FL
43919,2014,CA
43920,2014,WI
43921,2014,TN
43922,2014,MI
43923,2014,MS
43924,2014,AZ
43925,2014,FL
43926,2014,FL
43927,2014,UT
43928,2014,MO
43929,2014,NC
43930,2014,CA
43931,2014,PA
43932,2014,MN
43933,2014,FL
43934,2014,TX
43935,2014,MN
43936,2014,WY
43937,2014,VA
43938,2014,MA
43939,2014,NC
43940,2014,WI
43941,2014,AZ
43942,2014,AR
43943,2014,PA
43944,2014,KS
43945,2014,IL
43946,2014,VA
43947,2014,AZ
43948,2014,CO
43949,2014,TN
43950,2014,WA
43951,2014,VA
43952,2014,TX
43953,2014,FL
43954,2014,OK
43955,2014,IA
43956,2014,WI
43957,2014,MO
43958,2014,IL
43959,2014,IN
43960,2014,IN
43961,2014,PA
43962,2014,MD
43963,2014,MD
43964,2014,VA
43965,2014,GA
43966,2014,NC
43967,2014,OR
43968,2014,NY
43969,2014,NC
43970,2014,NM
43971,2014,CA
43972,2014,FL
43973,2014,NV
43974,2014,CA
43975,2014,FL
43976,2014,IL
43977,2014,UT
43978,2014,MA
43979,2014,PA
43980,2014,WI
43981,2014,WI
43982,2014,WI
43983,2014,AZ
43984,2014,NY
43985,2014,AK
43986,2014,KY
43987,2014,AZ
43988,2014,UT
43989,2014,NY
43990,2014,AZ
43991,2014,AZ
43992,2014,CA
43993,2014,TX
43994,2014,CA
43995,2014,OK
43996,2014,CA
43997,2014,CA
43998,2014,VT
43999,2014,TX
44000,2014,TN
44001,2014,GA
44002,2014,CA
44004,2014,AL
44005,2014,MN
44006,2014,NY
44007,2014,CA
44008,2014,AZ
44009,2014,PA
44010,2014,NM
44011,2014,CO
44012,2014,MO
44013,2014,ID
44014,2014,WV
44015,2014,VA
44016,2014,WI
44017,2014,CO
44018,2014,OH
44019,2014,LA
44020,2014,WA
44021,2014,UT
44022,2014,CA
44023,2014,GA
44024,2014,MS
44025,2014,PA
44026,2014,CO
44027,2014,AZ
44028,2014,CA
44029,2014,NM
44030,2014,CA
44031,2014,CA
44032,2014,NC
44033,2014,CO
44034,2014,AZ
44035,2014,AZ
44036,2014,AZ
44037,2014,AZ
44038,2014,MI
44039,2014,AZ
44040,2014,VA
44041,2014,NJ
44042,2014,NY
44043,2014,CO
44044,2014,AL
44045,2014,AL
44046,2014,WI
44047,2014,WA
44048,2014,PA
44049,2014,NC
44050,2014,AZ
44051,2014,NC
44052,2014,OR
44053,2014,LA
44054,2014,VA
44055,2014,MI
44056,2014,TX
44057,2014,FL
44058,2014,NY
44059,2014,IN
44060,2014,CO
44061,2014,LA
44062,2014,GA
44063,2014,IA
44064,2014,PA
44065,2014,CO
44066,2014,CA
44067,2014,CA
44068,2014,CA
44069,2014,CA
44070,2014,CA
44071,2014,CA
44072,2014,CA
44073,2014,CA
44074,2014,CA
44075,2014,WA
44076,2014,HI
44077,2014,FL
44078,2014,OR
44079,2014,GA
44080,2014,CA
44081,2014,NV
44082,2014,AR
44083,2014,NC
44084,2014,MD
44085,2014,SC
44086,2014,OR
44087,2014,LA
44088,2014,FL
44089,2014,CA
44090,2014,MD
44091,2014,WA
44092,2014,FL
44093,2014,PA
44094,2014,CO
44095,2014,FL
44096,2014,NY
44097,2014,MS
44098,2014,FL
44099,2014,FL
44100,2014,CA
44101,2014,PA
44102,2014,TX
44103,2014,SC
44104,2014,AL
44105,2014,RI
44106,2014,OR
44107,2014,FL
44108,2014,ID
44109,2014,CT
44110,2014,NH
44111,2014,PA
44112,2014,SC
44113,2014,GA
44114,2014,VA
44115,2014,VA
44116,2014,FL
44117,2014,AZ
44118,2014,NC
44119,2014,GA
44120,2014,CA
44121,2014,GA
44122,2014,OR
44123,2014,MA
44124,2014,WA
44125,2014,NH
44126,2014,CO
44127,2014,NC
44128,2014,WA
44129,2014,OK
44130,2014,TN
44131,2014,MA
44132,2014,FL
44133,2014,FL
44134,2014,WA
44135,2014,CT
44136,2014,TX
44137,2014,SC
44138,2014,FL
44139,2014,KY
44140,2014,VA
44141,2014,TX
44142,2014,TX
44143,2014,OK
44144,2014,SC
44145,2014,MO
44146,2014,SC
44147,2014,ID
44148,2014,FL
44149,2014,WA
44150,2014,CA
44151,2014,SD
44152,2014,WA
44153,2014,VA
44154,2014,FL
44155,2014,FL
44156,2014,GA
44157,2014,AR
44158,2014,MS
44159,2014,NY
44160,2014,MA
44161,2014,IA
44162,2014,MD
44163,2014,PA
44164,2014,NY
44165,2014,NY
44166,2014,OR
44167,2014,OH
44168,2014,CA
44169,2014,FL
44170,2014,ME
44171,2014,MI
44172,2014,SC
44173,2014,MS
44174,2014,AZ
44175,2014,MA
44176,2014,PA
44177,2014,FL
44178,2014,FL
44179,2014,CO
44180,2014,CO
44181,2014,CA
44182,2014,IN
44183,2014,FL
44184,2014,MN
44185,2014,CA
44186,2014,IN
44187,2014,IN
44188,2014,WI
44189,2014,CA
44190,2014,NY
44191,2014,NY
44192,2014,UT
44193,2014,IN
44194,2014,NY
44195,2014,OH
44196,2014,AZ
44197,2014,CA
44198,2014,CT
44199,2014,IN
44200,2014,FL
44201,2014,NM
44202,2014,NJ
44203,2014,NM
44204,2014,CA
44205,2014,WA
44206,2014,CO
44207,2014,WA
44208,2014,CA
44209,2014,AZ
44210,2014,SC
44211,2014,CA
44212,2014,CA
44213,2014,OR
44214,2014,WA
44215,2014,TX
44216,2014,IL
44217,2014,CA
44218,2014,AZ
44219,2014,CA
44220,2014,ME
44221,2014,WI
44222,2014,NY
44224,2014,NJ
44225,2014,OH
44226,2014,WI
44227,2014,CA
44228,2014,OR
44229,2014,NM
44230,2014,IN
44231,2014,PA
44232,2014,CA
44233,2014,MT
44234,2014,CA
44235,2014,CA
44236,2014,AK
44237,2014,WA
44238,2014,AZ
44239,2014,WA
44240,2014,IN
44241,2014,MD
44242,2014,LA
44243,2014,CA
44244,2014,TX
44245,2014,TN
44246,2014,TN
44247,2014,CA
44248,2014,CA
44249,2014,GA
44250,2014,MI
44251,2014,CA
44252,2014,NY
44253,2014,IA
44254,2014,CA
44255,2014,OR
44256,2014,CA
44257,2014,OR
44258,2014,FL
44259,2014,WA
44260,2014,TX
44261,2014,FL
44262,2014,IA
44263,2014,VA
44264,2014,CA
44265,2014,FL
44266,2014,NY
44267,2014,WA
44268,2014,CA
44269,2014,OH
44270,2014,NY
44271,2014,WA
44272,2014,FL
44273,2014,SC
44274,2014,WV
44275,2014,CA
44276,2014,NJ
44277,2014,MA
44278,2014,NV
44279,2014,CA
44280,2014,NY
44281,2014,CA
44282,2014,UT
44283,2014,CA
44284,2014,NY
44285,2014,NC
44286,2014,AK
44287,2014,AL
44288,2014,OH
44289,2014,MT
44290,2014,AZ
44291,2014,PA
44292,2014,AZ
44293,2014,IL
44294,2014,OR
44295,2014,OH
44296,2014,CA
44297,2014,TN
44298,2014,VT
44299,2014,NJ
44300,2014,WA
44301,2014,VT
44302,2014,CO
44303,2014,TX
44304,2014,NC
44305,2014,OH
44306,2014,PA
44307,2014,NV
44308,2014,FL
44309,2014,WA
44310,2014,TX
44311,2014,CA
44312,2014,CA
44313,2014,IL
44314,2014,ME
44315,2014,UT
44316,2014,FL
44317,2014,WI
44318,2014,FL
44319,2014,MI
44320,2014,NM
44321,2014,MN
44322,2014,NH
44323,2014,MD
44324,2014,PA
44325,2014,MI
44326,2014,NH
44327,2014,CT
44328,2014,CT
44329,2014,NY
44330,2014,NY
44331,2014,CT
44332,2014,NY
44333,2014,CT
44334,2014,CA
44335,2014,FL
44336,2014,CA
44337,2014,PA
44338,2014,CT
44339,2014,CA
44340,2014,GA
44341,2014,OH
44342,2014,NC
44343,2014,UT
44344,2014,CA
44345,2014,PA
44346,2014,WA
44347,2014,UT
44348,2014,CA
44349,2014,AK
44350,2014,HI
44351,2014,MD
44352,2014,GA
44353,2014,CA
44354,2014,WA
44355,2014,WI
44356,2014,CO
44357,2014,WA
44358,2014,TN
44359,2014,PA
44360,2014,OH
44361,2014,MD
44362,2014,MD
44363,2014,ID
44364,2014,NC
44365,2014,FL
44366,2014,OR
44367,2014,UT
44368,2014,CA
44369,2014,WA
44370,2014,NC
44371,2014,UT
44372,2014,CA
44373,2014,FL
44374,2014,WA
44375,2014,FL
44376,2014,MT
44377,2014,NM
44378,2014,WA
44379,2014,UT
44380,2014,NH
44381,2014,UT
44382,2014,VA
44383,2014,FL
44384,2014,GA
44385,2014,UT
44386,2014,HI
44387,2015,CA
44388,2015,CA
44389,2015,CA
44390,2015,FL
44391,2015,OR
44392,2015,VA
44393,2015,CA
44394,2015,OR
44395,2015,MO
44396,2015,MO
44397,2015,NJ
44398,2015,OR
44399,2015,OR
44400,2015,FL
44401,2015,CA
44402,2015,CA
44403,2015,IL
44404,2015,WA
44405,2015,LA
44406,2015,TX
44407,2015,CA
44408,2015,NY
44409,2015,AZ
44410,2015,FL
44411,2015,ID
44412,2015,VT
44413,2015,FL
44414,2015,NC
44415,2015,FL
44416,2015,FL
44417,2015,CT
44418,2015,HI
44419,2015,WY
44420,2015,MD
44421,2015,CA
44422,2015,CA
44423,2015,PA
44424,2015,SC
44425,2015,HI
44426,2015,FL
44427,2015,ID
44428,2015,CO
44429,2015,FL
44430,2015,CA
44431,2015,TN
44433,2015,CA
44434,2015,WA
44435,2015,FL
44436,2015,NC
44437,2015,MO
44438,2015,SC
44439,2015,NY
44440,2015,RI
44441,2015,CA
44442,2015,NC
44443,2015,FL
44444,2015,CT
44445,2015,WA
44446,2015,ID
44447,2015,WA
44448,2015,GA
44449,2015,OH
44450,2015,ID
44451,2015,AZ
44452,2015,VA
44453,2015,CA
44454,2015,TX
44455,2015,CA
44456,2015,FL
44457,2015,GA
44458,2015,IN
44459,2015,TX
44460,2015,TX
44461,2015,VT
44462,2015,TX
44463,2015,CA
44464,2015,CA
44465,2015,TX
44466,2015,OR
44467,2015,OR
44468,2015,CA
44469,2015,OK
44470,2015,KS
44471,2015,AZ
44472,2015,OH
44473,2015,MI
44474,2015,MD
44475,2015,GA
44476,2015,MD
44477,2015,UT
44478,2015,CA
44479,2015,AL
44480,2015,FL
44481,2015,AZ
44482,2015,NY
44483,2015,VT
44484,2015,IL
44485,2015,CA
44486,2015,AK
44487,2015,PA
44488,2015,AZ
44489,2015,CA
44490,2015,AZ
44491,2015,CA
44492,2015,CA
44493,2015,TX
44494,2015,NJ
44495,2015,TX
44496,2015,FL
44497,2015,CA
44498,2015,MI
44499,2015,CA
44500,2015,CA
44501,2015,WA
44502,2015,MI
44503,2015,NC
44504,2015,AZ
44505,2015,NJ
44506,2015,AZ
44507,2015,CA
44508,2015,CA
44509,2015,NH
44510,2015,CA
44511,2015,VT
44512,2015,TX
44513,2015,ID
44514,2015,IN
44515,2015,GA
44516,2015,GA
44517,2015,AK
44518,2015,MT
44519,2015,WV
44520,2015,FL
44521,2015,FL
44522,2015,CA
44523,2015,MN
44524,2015,AL
44525,2015,CA
44526,2015,CT
44527,2015,IL
44528,2015,CT
44529,2015,FL
44530,2015,MN
44531,2015,WI
44532,2015,MT
44533,2015,FL
44534,2015,NJ
44535,2015,NY
44536,2015,PA
44537,2015,IL
44538,2015,IL
44539,2015,FL
44540,2015,MN
44541,2015,MN
44542,2015,VT
44543,2015,MD
44544,2015,GA
44545,2015,MD
44546,2015,MD
44547,2015,IL
44548,2015,WI
44549,2015,MN
44550,2015,OH
44551,2015,AZ
44552,2015,AR
44553,2015,WA
44554,2015,MD
44555,2015,WI
44556,2015,FL
44557,2015,TN
44558,2015,MD
44559,2015,CO
44560,2015,MO
44561,2015,WA
44562,2015,PA
44563,2015,VA
44564,2015,SC
44565,2015,MI
44566,2015,PA
44567,2015,UT
44568,2015,FL
44569,2015,MN
44570,2015,TN
44571,2015,TN
44572,2015,SD
44573,2015,GA
44574,2015,MA
44575,2015,AZ
44576,2015,OH
44577,2015,AZ
44578,2015,AZ
44579,2015,CA
44580,2015,CA
44581,2015,NM
44582,2015,HI
44583,2015,NY
44584,2015,MI
44585,2015,CA
44586,2015,CA
44587,2015,AZ
44588,2015,MT
44589,2015,MT
44590,2015,OH
44591,2015,OK
44592,2015,IL
44593,2015,IL
44594,2015,AK
44595,2015,VT
44596,2015,OH
44597,2015,TX
44598,2015,FL
44599,2015,NM
44600,2015,NM
44601,2015,TX
44602,2015,WA
44603,2015,MD
44604,2015,CA
44605,2015,NH
44606,2015,MI
44607,2015,VT
44608,2015,NH
44609,2015,WA
